"","id","name","host_since","host_location","host_response_time","host_is_superhost","listing_count","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","amenities","price","cleaning_fee","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","reviews_per_month"
"3188",4090224,"Modern 3BD+ private home-near BCEC","2014-07-07","Boston, Massachusetts, United States","within an hour","t",1,"South Boston","House","Entire home/apt",10,1.5,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$225.00","$60.00",1,2,176,97,7.53
"3189",11757166,"SEAPORT AREA WITH 2 BATHROOMS!!","2016-01-10","US","within an hour","f",6,"South Boston","House","Private room",2,1.5,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,Iron}","$69.00","$49.00",1,1125,31,97,5.71
"3190",6317446,"Brand New 2 BR | 1 BA in So. BOS #2","2013-10-13","Boston, Massachusetts, United States","within an hour","t",15,"South Boston","Apartment","Entire home/apt",4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$245.00","$125.00",2,45,47,97,3.07
"3191",7841193,"Sunny South Boston apartment","2015-08-12","Boston, Massachusetts, United States","N/A","f",1,"South Boston","Apartment","Private room",1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}","$85.00","",1,1125,1,100,0.08
"3192",14591406,"Good location, light and quiet in the city center","2014-08-13","New York, New York, United States","N/A","f",1,"South Boston","Apartment","Entire home/apt",2,1,0,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",Iron}","$300.00","",2,5,0,NA,NA
"3193",11740527,"Tourist Best Choice Master Bedroom Subway/Downtown","2013-06-16","Boston, Massachusetts, United States","within an hour","f",5,"South Boston","Condominium","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Street"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$128.00","$30.00",1,25,14,97,2.44
"3194",8052617,"Convention Cent- 10 min walk! BEST!","2014-09-10","Boston, Massachusetts, United States","within an hour","f",24,"South Boston","Condominium","Entire home/apt",6,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$175.00","$65.00",1,1125,62,92,5.05
"3195",13642024,"Private bed/bath in heart of Southie!","2015-12-20","Boston, Massachusetts, United States","within a few hours","f",2,"South Boston","Condominium","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$150.00","$30.00",1,1125,1,80,0.63
"3196",13477535,"Great room in Southie","2012-05-18","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","House","Private room",2,1,1,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$98.00","",2,1125,1,100,0.61
"3197",13969106,"Beautifully Updated Single Family","2016-04-19","US","within a day","f",2,"South Boston","House","Entire home/apt",6,2,2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}","$232.00","$80.00",2,1125,3,80,3
"3198",6317722,"Brand New 2 BR | 1 BA in So. BOS #3","2013-10-13","Boston, Massachusetts, United States","within an hour","t",15,"South Boston","Apartment","Entire home/apt",4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$185.00","$125.00",3,45,46,97,3.03
"3199",13672165,"Open, light-filled condo in South Boston/South End","2014-05-06","Boston, Massachusetts, United States","N/A","f",1,"South Boston","Condominium","Entire home/apt",4,2,2,"{TV,""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$159.00","$25.00",1,1125,0,NA,NA
"3200",6796364,"Luxury Penthouse w/ Parking 5 Mins from Airport","2014-09-26","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Condominium","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$139.00","$29.00",1,1125,1,80,0.94
"3201",12803718,"STUNNING SEAPORT AREA HOME","2016-01-10","US","within an hour","f",6,"South Boston","House","Entire home/apt",2,2,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}","$195.00","$125.00",1,1125,0,NA,NA
"3202",14868087,"Bright and cosy room near downtown","2014-01-24","Boston, Massachusetts, United States","N/A","f",1,"South Boston","Apartment","Private room",3,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer""}","$115.00","",1,1125,0,NA,NA
"3203",6672582,"Private apartment in Southie","2014-04-11","Boston, Massachusetts, United States","within an hour","f",2,"South Boston","Apartment","Entire home/apt",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$149.00","",2,1125,0,NA,NA
"3204",5727231,"Southie Beach Escape","2014-06-22","Boston, Massachusetts, United States","within a few hours","f",1,"South Boston","Apartment","Entire home/apt",4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$159.00","$50.00",2,2,3,100,3
"3205",2843596,"Perfect for BCEC!Free bike 3+ night","2012-08-23","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Apartment","Private room",1,1.5,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$103.00","$5.00",1,1125,79,95,2.8
"3206",10494550,"SEAPORT AREA-PRIVATE BATH QUEEN BED","2016-01-10","US","within an hour","f",6,"South Boston","House","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}","$69.00","$45.00",1,1125,47,96,7.7
"3207",7855120,"Brand New 1 Bed Flat, South Boston","2011-11-26","Boston, Massachusetts, United States","within a day","f",24,"South Boston","Apartment","Entire home/apt",4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$220.00","$100.00",3,1125,13,88,1.07
"3208",10034183,"Large 1br/2bath, right by the water","2015-04-15","Boston, Massachusetts, United States","within a day","f",1,"South Boston","Apartment","Entire home/apt",2,2,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$135.00","$35.00",1,1125,5,100,0.63
"3209",14870532,"Southie/Seaport: Comfy bedroom, with private bath","2013-06-09","Boston, Massachusetts, United States","N/A","f",1,"South Boston","Condominium","Private room",2,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}","$90.00","$10.00",1,30,0,NA,NA
"3210",5054601,"Large room with view on Downtown","2015-01-14","Boston, Massachusetts, United States","within a few hours","f",4,"South Boston","House","Private room",2,1,1,"{Internet,Kitchen,Heating,""Carbon Monoxide Detector"",Essentials,Shampoo}","$75.00","",3,1125,38,89,2.07
"3211",12738641,"Cozy Bedroom in South Boston","2016-04-27","US","within an hour","f",1,"South Boston","Apartment","Private room",1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}","$57.00","",1,1125,7,97,1.67
"3212",14426124,"Private Room in Modern Apartment Close to BCEC","2015-08-16","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Apartment","Private room",2,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers}","$90.00","$10.00",1,5,4,100,4
"3213",7611271,"Brand New 4BR near Seaport + Ocean!","2011-08-10","Boston, Massachusetts, United States","within a few hours","t",1,"South Boston","House","Entire home/apt",7,2.5,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$391.00","$200.00",2,1125,14,99,1.06
"3214",9626428,"South Boston Condo","2015-11-23","Boston, Massachusetts, United States","within a few hours","f",1,"South Boston","Condominium","Entire home/apt",4,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$280.00","$100.00",3,1125,1,100,0.61
"3215",5856633,"Condo overlooking Boston Harbour","2015-04-01","Boston, Massachusetts, United States","N/A","f",1,"South Boston","House","Entire home/apt",5,2,2,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}","$350.00","",1,1125,1,100,0.25
"3216",6544715,"CitySide-South Boston","2015-05-22","Hillside, New Jersey, United States","within a few hours","f",1,"South Boston","House","Entire home/apt",10,1.5,5,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$700.00","$300.00",4,1125,10,91,0.73
"3217",3415033,"Great Location!","2014-06-16","Boston, Massachusetts, United States","within a day","t",1,"South Boston","Loft","Private room",1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$150.00","$45.00",1,5,24,100,0.99
"3218",5004278,"Lovely Southie Apt w. amazing views","2012-11-23","Boston, Massachusetts, United States","within a few hours","t",1,"South Boston","Apartment","Entire home/apt",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron}","$175.00","$25.00",2,1125,28,99,1.83
"3219",2135075,"2/1 Entire Apt Harvard MIT Subway","2012-09-17","Boston, Massachusetts, United States","within an hour","f",8,"South Boston","Condominium","Entire home/apt",4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","$99.00","$99.00",1,1125,92,85,2.87
"3220",646087,"1 Bed in Charming Southie Townhouse","2012-08-12","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","House","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","$150.00","$100.00",1,7,1,100,0.37
"3221",2022303,"LOCATION! Modern 2BD 2 BA w/Parking","2013-12-02","Boston, Massachusetts, United States","within an hour","f",2,"South Boston","Apartment","Entire home/apt",4,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$250.00","$100.00",1,14,84,95,2.6
"3222",13190410,"Recently Renovated duplex with outdoor space","2016-02-25","Natick, Massachusetts, United States","within an hour","f",2,"South Boston","Townhouse","Entire home/apt",14,2,5,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","$299.00","$120.00",1,1125,4,100,1.15
"3223",13671334,"Perfectly located South Boston condo","2014-09-01","Boston, Massachusetts, United States","within an hour","f",2,"South Boston","Apartment","Entire home/apt",2,1,1,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers}","$150.00","",2,1125,4,95,4
"3224",4627334,"Comfortable one-bedroom","2014-11-13","US","N/A","f",1,"South Boston","Apartment","Entire home/apt",3,1,1,"{}","$200.00","",1,1125,0,NA,NA
"3225",7330494,"Private apt/w parking/cozy garden","2015-07-13","Boston, Massachusetts, United States","within an hour","t",2,"South Boston","Apartment","Entire home/apt",2,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$150.00","",3,1125,77,98,5.61
"3226",4151979,"Spacious 4 bed condo South Boston  ","2014-09-19","Boston, Massachusetts, United States","within a few hours","f",1,"South Boston","Apartment","Entire home/apt",8,4,4,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$500.00","$200.00",1,1125,88,98,4.2
"3227",7003280,"Modern South Boston 2brm near MBTA","2015-06-17","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Apartment","Entire home/apt",4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}","$150.00","$60.00",1,1125,97,92,6.77
"3228",9460898,"Brand NEW South Boston 1 bedroom","2011-11-26","Boston, Massachusetts, United States","within a day","f",24,"South Boston","Apartment","Entire home/apt",4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Hair Dryer""}","$189.00","$100.00",2,1125,6,100,0.89
"3229",13752754,"In the heart of South Boston","2015-02-19","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Condominium","Entire home/apt",2,1,0,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$140.00","$25.00",1,1125,1,NA,1
"3230",5380160,"Stylish Home 10 min walk to BCEC!","2015-02-17","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}","$320.00","",3,1125,27,94,1.44
"3231",2021489,"Spacious Updated Boston Room/Condo","2013-11-22","Boston, Massachusetts, United States","within an hour","f",2,"South Boston","Condominium","Private room",3,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$200.00","$50.00",1,1125,4,87,0.83
"3232",2021483,"Spacious Updated 2 Bed Boston Condo","2013-11-22","Boston, Massachusetts, United States","within an hour","f",2,"South Boston","Condominium","Entire home/apt",6,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$500.00","$100.00",1,1125,1,80,0.63
"3233",13605196,"Spacious Apartment Next to Beach, Restaurants/More","2015-01-26","Boston, Massachusetts, United States","within a day","f",1,"South Boston","Apartment","Entire home/apt",3,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}","$145.00","$30.00",1,4,6,100,2.5
"3234",13555596,"Beautifully renovated one bedroom","2013-11-12","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Apartment","Entire home/apt",2,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$140.00","$65.00",1,1125,1,100,1
"3235",257588,"BOSTON LUXURY FOR LESS!!! NEAR BCEC","2011-10-31","Boston, Massachusetts, United States","within an hour","t",1,"South Boston","Apartment","Entire home/apt",6,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$200.00","$100.00",1,365,132,96,2.62
"3236",13638077,"Quarters on Dot - hostel style unit","2011-07-13","Boston, Massachusetts, United States","within a few hours","f",19,"South Boston","Other","Private room",2,5,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","$130.00","",2,30,0,NA,NA
"3237",11295065,"Short Term 1.5BD - Great Location!","2015-05-10","Boston, Massachusetts, United States","N/A","f",1,"South Boston","Apartment","Entire home/apt",4,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""translation missing: en.hosting_amenity_50""}","$150.00","$20.00",1,1125,2,80,0.65
"3238",6543678,"Beautiful condo in city point","2014-09-04","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Apartment","Entire home/apt",3,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""translation missing: en.hosting_amenity_50""}","$150.00","",1,1125,19,93,1.47
"3239",6347026,"Private Room & Bath-Luxury Townhome","2014-07-28","Boston, Massachusetts, United States","within an hour","t",1,"South Boston","Townhouse","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$155.00","",1,1125,100,98,6.32
"3240",12835086,"Cozy 1-bed in Boston's ""Southie""","2016-05-02","Boston, Massachusetts, United States","within an hour","f",1,"South Boston","Apartment","Entire home/apt",3,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$120.00","$40.00",2,1125,18,82,4.66
"3241",9508099,"West Broadway Quarters - hostel style unit","2011-11-26","Boston, Massachusetts, United States","within a day","f",24,"South Boston","Other","Private room",2,6,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}","$144.00","",2,1125,2,90,0.27
"3242",13866156,"Beautiful 1 Bedroom Condo in Ideal Location!","2015-12-09","Boston, Massachusetts, United States","within a day","f",1,"South Boston","Condominium","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,Iron}","$159.00","",1,7,1,100,1
"3243",6640662,"444 W 4th St","2015-04-27","Boston, Massachusetts, United States","N/A","f",1,"South Boston","House","Entire home/apt",9,2,3,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$1,000.00","",2,1125,1,100,0.12
"3244",14898146,"Immaculate 2bd Boston's most vibrant neighborhood!","2014-07-24","Estero, Florida, United States","within an hour","t",2,"South Boston","Apartment","Entire home/apt",4,1,2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","$165.00","$115.00",3,30,0,NA,NA
"3245",11474629,"Stylish Boston home","2016-02-25","Natick, Massachusetts, United States","within an hour","f",2,"South Boston","Apartment","Entire home/apt",4,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$175.00","$85.00",1,1125,5,100,1.39
